Short Title,Title,issn,eISSN,Funding (TL),Year,Impact Factor,SCI,SSCI,AHCI,Source
PROSTATE CANCER P D,PROSTATE CANCER AND PROSTATIC DISEASES,1365-7852,1476-5608,36729,2025,1.489,TRUE,FALSE,FALSE,
J LAW ECON ORGAN,JOURNAL OF LAW ECONOMICS & ORGANIZATION,8756-6222,1465-7341,36680,2025,1.487,FALSE,TRUE,FALSE,
AM REV PUBLIC ADM,AMERICAN REVIEW OF PUBLIC ADMINISTRATION,0275-0740,1552-3357,36680,2025,1.487,FALSE,TRUE,FALSE,
EDUC ADMIN QUART,EDUCATIONAL ADMINISTRATION QUARTERLY,0013-161X,1552-3519,36630,2025,1.485,FALSE,TRUE,FALSE,
IMA J NUMER ANAL,IMA JOURNAL OF NUMERICAL ANALYSIS,0272-4979,1464-3642,36630,2025,1.485,TRUE,FALSE,FALSE,
NEUROREHAB NEURAL RE,NEUROREHABILITATION AND NEURAL REPAIR,1545-9683,1552-6844,36630,2025,1.485,TRUE,FALSE,FALSE,
NEUROSCI BULL,Neuroscience Bulletin,1673-7067,1995-8218,36606,2025,1.484,TRUE,FALSE,FALSE,
CORNELL LAW REV,CORNELL LAW REVIEW,0010-8847,0010-8847,36606,2025,1.484,FALSE,TRUE,FALSE,
J MECH PHYS SOLIDS,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,0022-5096,1873-4782,36581,2025,1.483,TRUE,FALSE,FALSE,
SYSTEM,SYSTEM,0346-251X,1879-3282,36581,2025,1.483,FALSE,TRUE,FALSE,
BRIT J SOCIOL,BRITISH JOURNAL OF SOCIOLOGY,0007-1315,1468-4446,36556,2025,1.482,FALSE,TRUE,FALSE,
IND MARKET MANAG,INDUSTRIAL MARKETING MANAGEMENT,0019-8501,1873-2062,36556,2025,1.482,FALSE,TRUE,FALSE,
PUBLIC ADMIN,PUBLIC ADMINISTRATION,0033-3298,1467-9299,36556,2025,1.482,FALSE,TRUE,FALSE,
INT J PHYS DISTR LOG,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,0960-0035,1758-664X,36556,2025,1.482,FALSE,TRUE,FALSE,
CULT DIVERS ETHN MIN,Cultural Diversity & Ethnic Minority Psychology,1099-9809,1939-0106,36556,2025,1.482,FALSE,TRUE,FALSE,
DIABETES METAB,DIABETES & METABOLISM,1262-3636,1878-1780,36556,2025,1.482,TRUE,FALSE,FALSE,
INT J NEUROPSYCHOPH,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,1461-1457,1469-5111,36532,2025,1.481,TRUE,FALSE,FALSE,
J COMP ECON,JOURNAL OF COMPARATIVE ECONOMICS,0147-5967,1095-7227,36532,2025,1.481,FALSE,TRUE,FALSE,
J POWER SOURCES,JOURNAL OF POWER SOURCES,0378-7753,1873-2755,36532,2025,1.481,TRUE,FALSE,FALSE,
MEDIA PSYCHOL,MEDIA PSYCHOLOGY,1521-3269,1532-785X,36507,2025,1.48,FALSE,TRUE,TRUE,
J GEOPHYS RES-EARTH,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,2169-9003,2169-9011,36507,2025,1.48,TRUE,FALSE,FALSE,
INSIGHTS IMAGING,Insights into Imaging,1869-4101,1869-4101,36483,2025,1.479,TRUE,FALSE,FALSE,
J HELLENIC STUD,JOURNAL OF HELLENIC STUDIES,0075-4269,2041-4099,36483,2025,1.479,FALSE,FALSE,TRUE,
PHILOS T R SOC A,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,1364-503X,1471-2962,36458,2025,1.478,TRUE,FALSE,FALSE,
CURR ATHEROSCLER REP,Current Atherosclerosis Reports,1523-3804,1534-6242,36433,2025,1.477,TRUE,FALSE,FALSE,
ACTA PHARMACOL SIN,ACTA PHARMACOLOGICA SINICA,1671-4083,1745-7254,36433,2025,1.477,TRUE,FALSE,FALSE,
EUR HEART J-ACUTE CA,European Heart Journal-Acute Cardiovascular Care,2048-8726,2048-8734,36433,2025,1.477,TRUE,FALSE,FALSE,
CURR NEUROPHARMACOL,Current Neuropharmacology,1570-159X,1875-6190,36384,2025,1.475,TRUE,FALSE,FALSE,
ADV ELECTRON MATER,Advanced Electronic Materials,2199-160X,2199-160X,36384,2025,1.475,TRUE,FALSE,FALSE,
PSYCHIAT RES,PSYCHIATRY RESEARCH,0165-1781,1872-7123,36384,2025,1.475,TRUE,TRUE,FALSE,
DEV MED CHILD NEUROL,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,0012-1622,1469-8749,36359,2025,1.474,TRUE,FALSE,FALSE,
LINGUIST TYPOL,Linguistic Typology,1430-0532,1613-415X,36359,2025,1.474,FALSE,TRUE,TRUE,
TOUR MANAG PERSPECT,Tourism Management Perspectives,2211-9736,2211-9744,36359,2025,1.474,FALSE,TRUE,FALSE,
AM J MED GENET C,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,1552-4868,1552-4876,36335,2025,1.473,TRUE,FALSE,FALSE,
NEUROIMAGE-CLIN,NeuroImage-Clinical,2213-1582,2213-1582,36335,2025,1.473,TRUE,FALSE,FALSE,
CLIN SCI,CLINICAL SCIENCE,0143-5221,1470-8736,36335,2025,1.473,TRUE,FALSE,FALSE,
J SEMANT,Journal of Semantics,0167-5133,1477-4593,36335,2025,1.473,FALSE,TRUE,TRUE,
CLIN EXP ALLERGY,CLINICAL AND EXPERIMENTAL ALLERGY,0954-7894,1365-2222,36335,2025,1.473,TRUE,FALSE,FALSE,
QUAL LIFE RES,QUALITY OF LIFE RESEARCH,0962-9343,1573-2649,36335,2025,1.473,TRUE,TRUE,FALSE,
INT J PROD RES,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,0020-7543,1366-588X,36310,2025,1.472,TRUE,FALSE,FALSE,
IEEE-ASME T MECH,IEEE-ASME TRANSACTIONS ON MECHATRONICS,1083-4435,1941-014X,36310,2025,1.472,TRUE,FALSE,FALSE,
J IND ECOL,JOURNAL OF INDUSTRIAL ECOLOGY,1088-1980,1530-9290,36310,2025,1.472,TRUE,FALSE,FALSE,
CAN J PSYCHIAT,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,0706-7437,1497-0015,36285,2025,1.471,TRUE,TRUE,FALSE,
J HOSP TOUR MANAG,Journal of Hospitality and Tourism Management,1447-6770,1839-5260,36285,2025,1.471,FALSE,TRUE,FALSE,
J BIOL CHEM,JOURNAL OF BIOLOGICAL CHEMISTRY,,1083-351X,36285,2025,1.471,TRUE,FALSE,FALSE,
SPINE J,Spine Journal,1529-9430,1878-1632,36261,2025,1.47,TRUE,FALSE,FALSE,
SSM-POPUL HLTH,SSM-Population Health,2352-8273,2352-8273,36261,2025,1.47,TRUE,TRUE,FALSE,
CURR OPIN GREEN SUST,Current Opinion in Green and Sustainable Chemistry,2452-2236,2452-2236,36261,2025,1.47,TRUE,FALSE,FALSE,
J PHYS-ENERGY,Journal of Physics-Energy,2515-7655,2515-7655,36261,2025,1.47,TRUE,FALSE,FALSE,
BIOMETRICS,BIOMETRICS,0006-341X,1541-0420,36261,2025,1.47,TRUE,FALSE,FALSE,
DRUG ALCOHOL DEPEN,DRUG AND ALCOHOL DEPENDENCE,0376-8716,1879-0046,36261,2025,1.47,TRUE,TRUE,FALSE,
COGNITION INSTRUCT,COGNITION AND INSTRUCTION,0737-0008,1532-690X,36236,2025,1.469,FALSE,TRUE,FALSE,
PARTY POLIT,PARTY POLITICS,1354-0688,1460-3683,36236,2025,1.469,FALSE,TRUE,FALSE,
SCI TECHNOL ADV MAT,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,1468-6996,1878-5514,36211,2025,1.468,TRUE,FALSE,FALSE,
EDUC FINANC POLICY,Education Finance and Policy,1557-3060,1557-3079,36211,2025,1.468,FALSE,TRUE,FALSE,
ADV CLIM CHANG RES,Advances in Climate Change Research,1674-9278,1674-9278,36211,2025,1.468,TRUE,FALSE,FALSE,
J COMPUT PHYS,JOURNAL OF COMPUTATIONAL PHYSICS,0021-9991,1090-2716,36187,2025,1.467,TRUE,FALSE,FALSE,
INT J URBAN REGIONAL,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,1468-2427,36187,2025,1.467,FALSE,TRUE,FALSE,
BREAST,BREAST,0960-9776,1532-3080,36187,2025,1.467,TRUE,FALSE,FALSE,
ARTHRITIS RES THER,ARTHRITIS RESEARCH & THERAPY,1478-6354,1478-6362,36162,2025,1.466,TRUE,FALSE,FALSE,
CONTEMP POLIT THEORY,Contemporary Political Theory,1470-8914,1476-9336,36138,2025,1.465,FALSE,TRUE,FALSE,
EVOL HUM BEHAV,EVOLUTION AND HUMAN BEHAVIOR,1090-5138,1879-0607,36138,2025,1.465,TRUE,TRUE,FALSE,
OCUL SURF,Ocular Surface,1542-0124,1937-5913,36088,2025,1.463,TRUE,FALSE,FALSE,
J RES INTERACT MARK,Journal of Research in Interactive Marketing,2040-7122,2040-7130,36088,2025,1.463,FALSE,TRUE,FALSE,
BRIT J HEALTH PSYCH,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,1359-107X,2044-8287,36064,2025,1.462,FALSE,TRUE,FALSE,
DATABASE-OXFORD,Database-The Journal of Biological Databases and Curation,1758-0463,1758-0463,36064,2025,1.462,TRUE,FALSE,FALSE,
ECONOMICA,ECONOMICA,0013-0427,1468-0335,36039,2025,1.461,FALSE,TRUE,FALSE,
BIOCHEM SOC T,BIOCHEMICAL SOCIETY TRANSACTIONS,0300-5127,1470-8752,36039,2025,1.461,TRUE,FALSE,FALSE,
BRIT ACCOUNT REV,British Accounting Review,0890-8389,1095-8347,36039,2025,1.461,FALSE,TRUE,FALSE,
INFLAMM BOWEL DIS,INFLAMMATORY BOWEL DISEASES,1078-0998,1536-4844,36039,2025,1.461,TRUE,FALSE,FALSE,
SUSTAIN DEV,SUSTAINABLE DEVELOPMENT,0968-0802,1099-1719,36014,2025,1.46,FALSE,TRUE,FALSE,
J ROMAN STUD,JOURNAL OF ROMAN STUDIES,0075-4358,1753-528X,35990,2025,1.459,FALSE,FALSE,TRUE,
J CONTEMP CHINA,Journal of Contemporary China,1067-0564,1469-9400,35990,2025,1.459,FALSE,TRUE,FALSE,
BJU INT,BJU INTERNATIONAL,1464-4096,1464-410X,35990,2025,1.459,TRUE,FALSE,FALSE,
CORP SOC RESP ENV MA,Corporate Social Responsibility and Environmental Management,1535-3958,1535-3966,35990,2025,1.459,FALSE,TRUE,FALSE,
J NEUROL,JOURNAL OF NEUROLOGY,0340-5354,1432-1459,35965,2025,1.458,TRUE,FALSE,FALSE,
J METAMORPH GEOL,JOURNAL OF METAMORPHIC GEOLOGY,0263-4929,1525-1314,35940,2025,1.457,TRUE,FALSE,FALSE,
MOL CELL BIOL,MOLECULAR AND CELLULAR BIOLOGY,0270-7306,1098-5549,35940,2025,1.457,TRUE,FALSE,FALSE,
BIODRUGS,BIODRUGS,1173-8804,1179-190X,35940,2025,1.457,TRUE,FALSE,FALSE,
FEM ECON,FEMINIST ECONOMICS,1354-5701,1466-4372,35940,2025,1.457,FALSE,TRUE,FALSE,
BONE MARROW TRANSPL,BONE MARROW TRANSPLANTATION,0268-3369,1476-5365,35916,2025,1.456,TRUE,FALSE,FALSE,
EUR J COMMUN,EUROPEAN JOURNAL OF COMMUNICATION,0267-3231,1460-3705,35891,2025,1.455,FALSE,TRUE,FALSE,
GOVERNANCE,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,0952-1895,1468-0491,35891,2025,1.455,FALSE,TRUE,FALSE,
J RES ADOLESCENCE,JOURNAL OF RESEARCH ON ADOLESCENCE,1050-8392,1532-7795,35891,2025,1.455,FALSE,TRUE,FALSE,
J IMMUNOL,JOURNAL OF IMMUNOLOGY,0022-1767,1550-6606,35866,2025,1.454,TRUE,FALSE,FALSE,
S ATL Q,SOUTH ATLANTIC QUARTERLY,0038-2876,1527-8026,35866,2025,1.454,FALSE,TRUE,TRUE,
EUR MANAG J,European Management Journal,0263-2373,1873-5681,35866,2025,1.454,FALSE,TRUE,FALSE,
HEALTH REP,Health Reports,0840-6529,1209-1367,35842,2025,1.453,TRUE,TRUE,FALSE,
J BEHAV EXP FINANC,Journal of Behavioral and Experimental Finance,2214-6350,2214-6369,35842,2025,1.453,FALSE,TRUE,FALSE,
SLEEP HEALTH,Sleep Health,2352-7218,2352-7226,35842,2025,1.453,TRUE,FALSE,FALSE,
COLLABRA-PSYCHOL,Collabra-Psychology,2474-7394,2474-7394,35842,2025,1.453,FALSE,TRUE,FALSE,
CRIT STUD EDUC,Critical Studies in Education,1750-8487,1750-8495,35768,2025,1.45,FALSE,TRUE,FALSE,
CANCER METAB,Cancer & Metabolism,,2049-3002,35768,2025,1.45,TRUE,FALSE,FALSE,
ANN I H POINCARE-PR,ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,0246-0203,N/A,35743,2025,1.449,TRUE,FALSE,FALSE,
INT SMALL BUS J,International Small Business Journal-Researching Entrepreneurship,0266-2426,1741-2870,35719,2025,1.448,FALSE,TRUE,FALSE,
EXPERT REV CLIN IMMU,Expert Review of Clinical Immunology,1744-666X,1744-8409,35719,2025,1.448,TRUE,FALSE,FALSE,
J MED VIROL,JOURNAL OF MEDICAL VIROLOGY,0146-6615,1096-9071,35694,2025,1.447,TRUE,FALSE,FALSE,
INT J CONTEMP HOSP M,International Journal of Contemporary Hospitality Management,0959-6119,1757-1049,35694,2025,1.447,FALSE,TRUE,FALSE,
INT J EAT DISORDER,INTERNATIONAL JOURNAL OF EATING DISORDERS,0276-3478,1098-108X,35669,2025,1.446,TRUE,TRUE,FALSE,
DIABETES METAB J,Diabetes & Metabolism Journal,2233-6079,2233-6087,35669,2025,1.446,TRUE,FALSE,FALSE,
PALEOCEANOGR PALEOCL,Paleoceanography and Paleoclimatology,2572-4517,2572-4525,35669,2025,1.446,TRUE,FALSE,FALSE,
HORTIC RES-ENGLAND,Horticulture Research,2662-6810,2052-7276,35669,2025,1.446,TRUE,FALSE,FALSE,
J TRANSL MED,Journal of Translational Medicine,,1479-5876,35669,2025,1.446,TRUE,FALSE,FALSE,
AM ANTHROPOL,AMERICAN ANTHROPOLOGIST,0002-7294,1548-1433,35620,2025,1.444,FALSE,TRUE,FALSE,
MIND LANG,MIND & LANGUAGE,0268-1064,1468-0017,35620,2025,1.444,FALSE,TRUE,FALSE,
EUR J OPER RES,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0377-2217,1872-6860,35620,2025,1.444,TRUE,FALSE,FALSE,
RIV NUOVO CIMENTO,RIVISTA DEL NUOVO CIMENTO,0393-697X,1826-9850,35595,2025,1.443,TRUE,FALSE,FALSE,
IEEE T ENERGY CONVER,IEEE TRANSACTIONS ON ENERGY CONVERSION,0885-8969,1558-0059,35571,2025,1.442,TRUE,FALSE,FALSE,
OCCUP ENVIRON MED,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,1351-0711,1470-7926,35546,2025,1.441,TRUE,FALSE,FALSE,
FORTSCHR PHYS,FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,0015-8208,1521-3978,35521,2025,1.44,TRUE,FALSE,FALSE,
J NONLINEAR SCI,JOURNAL OF NONLINEAR SCIENCE,0938-8974,1432-1467,35521,2025,1.44,TRUE,FALSE,FALSE,
LANGUAGE,LANGUAGE,0097-8507,1535-0665,35497,2025,1.439,FALSE,TRUE,TRUE,
AIDS,AIDS,0269-9370,1473-5571,35497,2025,1.439,TRUE,FALSE,FALSE,
2D MATER,2D Materials,2053-1583,2053-1583,35497,2025,1.439,TRUE,FALSE,FALSE,
EVODEVO,EvoDevo,,2041-9139,35497,2025,1.439,TRUE,FALSE,FALSE,
EXPERT REV VACCINES,Expert Review of Vaccines,1476-0584,1744-8395,35448,2025,1.437,TRUE,FALSE,FALSE,
HEALTH RES POLICY SY,Health Research Policy and Systems,1478-4505,1478-4505,35448,2025,1.437,FALSE,TRUE,FALSE,
IEEE INTELL SYST,IEEE INTELLIGENT SYSTEMS,1541-1672,1941-1294,35448,2025,1.437,TRUE,FALSE,FALSE,
SYST REV-LONDON,Systematic Reviews,,2046-4053,35448,2025,1.437,TRUE,FALSE,FALSE,
INT J ADVERT,International Journal of Advertising,0265-0487,1759-3948,35448,2025,1.437,FALSE,TRUE,FALSE,
J HEALTH POLIT POLIC,JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,N/A,35423,2025,1.436,TRUE,TRUE,FALSE,
OCEAN SCI,Ocean Science,1812-0784,1812-0792,35423,2025,1.436,TRUE,FALSE,FALSE,
J EPIDEMIOL GLOB HEA,Journal of Epidemiology and Global Health,2210-6006,2210-6014,35398,2025,1.435,TRUE,TRUE,FALSE,
JMIR MHEALTH UHEALTH,JMIR mHealth and uHealth,2291-5222,2291-5222,35398,2025,1.435,TRUE,FALSE,FALSE,
U CHICAGO LAW REV,UNIVERSITY OF CHICAGO LAW REVIEW,0041-9494,N/A,35374,2025,1.434,FALSE,TRUE,FALSE,
J PSYCHOPHARMACOL,JOURNAL OF PSYCHOPHARMACOLOGY,0269-8811,1461-7285,35374,2025,1.434,TRUE,FALSE,FALSE,
POPUL ENVIRON,POPULATION AND ENVIRONMENT,0199-0039,1573-7810,35349,2025,1.433,FALSE,TRUE,FALSE,
CORP GOV-OXFORD,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,0964-8410,1467-8683,35324,2025,1.432,FALSE,TRUE,FALSE,
NEOPLASIA,NEOPLASIA,1476-5586,1476-5586,35300,2025,1.431,TRUE,FALSE,FALSE,
J INNATE IMMUN,Journal of Innate Immunity,1662-811X,1662-8128,35300,2025,1.431,TRUE,FALSE,FALSE,
RESP RES,RESPIRATORY RESEARCH,,1465-993X,35300,2025,1.431,TRUE,FALSE,FALSE,
MATH OPER RES,MATHEMATICS OF OPERATIONS RESEARCH,0364-765X,1526-5471,35275,2025,1.43,TRUE,FALSE,FALSE,
MASS COMMUN SOC,Mass Communication and Society,1520-5436,1532-7825,35250,2025,1.429,FALSE,TRUE,FALSE,
J NEUROINTERV SURG,Journal of NeuroInterventional Surgery,1759-8478,1759-8486,35226,2025,1.428,TRUE,FALSE,FALSE,
STUD SECOND LANG LE,Studies in Second Language Learning and Teaching,2083-5205,2084-1965,35226,2025,1.428,FALSE,TRUE,FALSE,
J AM MUSIC SOC,JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY,0003-0139,1547-3848,35226,2025,1.428,FALSE,FALSE,TRUE,
ANN THORAC SURG,ANNALS OF THORACIC SURGERY,0003-4975,1552-6259,35201,2025,1.427,TRUE,FALSE,FALSE,
J DIFFER EQUATIONS,Journal of Differential Equations,0022-0396,1090-2732,35201,2025,1.427,TRUE,FALSE,FALSE,
EUR J TEACH EDUC,European Journal of Teacher Education,0261-9768,1469-5928,35201,2025,1.427,FALSE,TRUE,FALSE,
ECONOMET REV,Econometric Reviews,0747-4938,1532-4168,35201,2025,1.427,TRUE,TRUE,FALSE,
J FINANC STABIL,Journal of Financial Stability,1572-3089,1878-0962,35201,2025,1.427,FALSE,TRUE,FALSE,
J INST MATH JUSSIEU,Journal of the Institute of Mathematics of Jussieu,1474-7480,1475-3030,35176,2025,1.426,TRUE,FALSE,FALSE,
POLIT GROUPS IDENTIT,Politics Groups and Identities,2156-5503,2156-5511,35176,2025,1.426,FALSE,TRUE,FALSE,
J CHEM INF MODEL,Journal of Chemical Information and Modeling,1549-9596,1549-960X,35152,2025,1.425,TRUE,FALSE,FALSE,
J CHEM THEORY COMPUT,Journal of Chemical Theory and Computation,1549-9618,1549-9626,35152,2025,1.425,TRUE,FALSE,FALSE,
HISTOPATHOLOGY,HISTOPATHOLOGY,0309-0167,1365-2559,35152,2025,1.425,TRUE,FALSE,FALSE,
CLIM DYNAM,CLIMATE DYNAMICS,0930-7575,1432-0894,35152,2025,1.425,TRUE,FALSE,FALSE,
COGN RES,Cognitive Research-Principles and Implications,2365-7464,2365-7464,35127,2025,1.424,FALSE,TRUE,FALSE,
POPUL HEALTH METR,Population Health Metrics,1478-7954,1478-7954,35103,2025,1.423,FALSE,TRUE,FALSE,
CNS NEUROSCI THER,CNS Neuroscience & Therapeutics,1755-5930,1755-5949,35103,2025,1.423,TRUE,FALSE,FALSE,
PUBL ASTRON SOC JPN,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,0004-6264,2053-051X,35103,2025,1.423,TRUE,FALSE,FALSE,
THEOR RES SOC EDUC,THEORY AND RESEARCH IN SOCIAL EDUCATION,0093-3104,2163-1654,35103,2025,1.423,FALSE,TRUE,FALSE,
COMPUT LINGUIST,COMPUTATIONAL LINGUISTICS,0891-2017,1530-9312,35078,2025,1.422,TRUE,TRUE,TRUE,
RECALL,ReCALL,0958-3440,1474-0109,35078,2025,1.422,FALSE,TRUE,TRUE,
DIGIT COMMUN NETW,Digital Communications and Networks,2468-5925,2352-8648,35078,2025,1.422,TRUE,FALSE,FALSE,
EAST EUR POLITICS,East European Politics,2159-9165,2159-9173,35053,2025,1.421,FALSE,TRUE,FALSE,
OPEN FORUM INFECT DI,Open Forum Infectious Diseases,2328-8957,2328-8957,35053,2025,1.421,TRUE,FALSE,FALSE,
CORTEX,CORTEX,0010-9452,1973-8102,35053,2025,1.421,TRUE,TRUE,FALSE,
NEW LEFT REV,NEW LEFT REVIEW,0028-6060,2044-0480,35053,2025,1.421,FALSE,TRUE,FALSE,
SUBST ABUS,Substance Abuse,0889-7077,1547-0164,35053,2025,1.421,TRUE,TRUE,FALSE,
J PUBLIC RELAT RES,Journal of Public Relations Research,1062-726X,1532-754X,35053,2025,1.421,FALSE,TRUE,FALSE,
ECON EDUC REV,ECONOMICS OF EDUCATION REVIEW,0272-7757,1873-7382,35029,2025,1.42,FALSE,TRUE,FALSE,
NATL TAX J,NATIONAL TAX JOURNAL,0028-0283,1944-7477,35004,2025,1.419,FALSE,TRUE,FALSE,
MED DECIS MAKING,MEDICAL DECISION MAKING,0272-989X,1552-681X,35004,2025,1.419,TRUE,TRUE,FALSE,
INT J OBESITY,INTERNATIONAL JOURNAL OF OBESITY,0307-0565,1476-5497,35004,2025,1.419,TRUE,FALSE,FALSE,
CLIN PHARMACOKINET,CLINICAL PHARMACOKINETICS,0312-5963,1179-1926,34979,2025,1.418,TRUE,FALSE,FALSE,
TOB CONTROL,TOBACCO CONTROL,0964-4563,1468-3318,34979,2025,1.418,TRUE,TRUE,FALSE,
METACOGN LEARN,Metacognition and Learning,1556-1623,1556-1631,34979,2025,1.418,FALSE,TRUE,FALSE,
IEEE T BIG DATA,IEEE Transactions on Big Data,2332-7790,2332-7790,34955,2025,1.417,TRUE,FALSE,FALSE,
ENVIRON RES,ENVIRONMENTAL RESEARCH,0013-9351,1096-0953,34955,2025,1.417,TRUE,FALSE,FALSE,
GEOL SOC AM BULL,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,0016-7606,1943-2674,34930,2025,1.416,TRUE,FALSE,FALSE,
NAT LANG LINGUIST TH,NATURAL LANGUAGE & LINGUISTIC THEORY,0167-806X,1573-0859,34930,2025,1.416,FALSE,TRUE,TRUE,
MANAGE LEARN,MANAGEMENT LEARNING,1350-5076,1461-7307,34930,2025,1.416,FALSE,TRUE,FALSE,
J CARDIOVASC COMPUT,Journal of Cardiovascular Computed Tomography,1934-5925,1934-5925,34881,2025,1.414,TRUE,FALSE,FALSE,
GLOBAL PLANET CHANGE,GLOBAL AND PLANETARY CHANGE,0921-8181,1872-6364,34881,2025,1.414,TRUE,FALSE,FALSE,
J INHERIT METAB DIS,JOURNAL OF INHERITED METABOLIC DISEASE,0141-8955,1573-2665,34856,2025,1.413,TRUE,FALSE,FALSE,
MICROB GENOMICS,Microbial Genomics,2057-5858,2057-5858,34856,2025,1.413,TRUE,FALSE,FALSE,
AGR FOREST METEOROL,AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,1873-2240,34831,2025,1.412,TRUE,FALSE,FALSE,
ASSESS EVAL HIGH EDU,Assessment & Evaluation in Higher Education,0260-2938,1469-297X,34831,2025,1.412,FALSE,TRUE,FALSE,
J COGNITIVE NEUROSCI,JOURNAL OF COGNITIVE NEUROSCIENCE,0898-929X,1530-8898,34831,2025,1.412,TRUE,TRUE,FALSE,
J ALGEBRAIC GEOM,JOURNAL OF ALGEBRAIC GEOMETRY,1056-3911,1534-7486,34807,2025,1.411,TRUE,FALSE,FALSE,
CURR HYPERTENS REP,CURRENT HYPERTENSION REPORTS,1522-6417,1534-3111,34807,2025,1.411,TRUE,FALSE,FALSE,
J LEADERSH ORG STUD,Journal of Leadership & Organizational Studies,1548-0518,1939-7089,34807,2025,1.411,FALSE,TRUE,FALSE,
PSYCHOL VIOLENCE,Psychology of Violence,2152-0828,2152-081X,34807,2025,1.411,FALSE,TRUE,FALSE,
B AM MUS NAT HIST,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,0003-0090,1937-3546,34782,2025,1.41,TRUE,FALSE,FALSE,
HIST CRITICA,Historia Critica,0121-1617,1900-6152,34782,2025,1.41,FALSE,TRUE,TRUE,
PROG NEURO-PSYCHOPH,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,1878-4216,34733,2025,1.408,TRUE,FALSE,FALSE,
EUR J PSYCHOTRAUMATO,European Journal of Psychotraumatology,2000-8198,2000-8066,34733,2025,1.408,FALSE,TRUE,FALSE,
BMJ OPEN DIAB RES CA,BMJ Open Diabetes Research & Care,,2052-4897,34733,2025,1.408,TRUE,FALSE,FALSE,
J POSIT PSYCHOL,Journal of Positive Psychology,1743-9760,1743-9779,34708,2025,1.407,FALSE,TRUE,FALSE,
HEALTH TECHNOL ASSES,HEALTH TECHNOLOGY ASSESSMENT,1366-5278,2046-4924,34684,2025,1.406,TRUE,FALSE,FALSE,
GISCI REMOTE SENS,GIScience & Remote Sensing,1548-1603,1943-7226,34684,2025,1.406,TRUE,FALSE,FALSE,
T AM MATH SOC,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947,1088-6850,34659,2025,1.405,TRUE,FALSE,FALSE,
NEUROSURGERY,NEUROSURGERY,0148-396X,1524-4040,34659,2025,1.405,TRUE,FALSE,FALSE,
CONSTR APPROX,CONSTRUCTIVE APPROXIMATION,0176-4276,1432-0940,34634,2025,1.404,TRUE,FALSE,FALSE,
CURR OPIN RHEUMATOL,CURRENT OPINION IN RHEUMATOLOGY,1040-8711,1531-6963,34634,2025,1.404,TRUE,FALSE,FALSE,
PITUITARY,Pituitary,1386-341X,1573-7403,34634,2025,1.404,TRUE,FALSE,FALSE,
ENVIRON PLAN E-NAT,Environment and Planning E-Nature and Space,2514-8486,2514-8494,34610,2025,1.403,FALSE,TRUE,FALSE,
HARVARD EDUC REV,HARVARD EDUCATIONAL REVIEW,0017-8055,1943-5045,34610,2025,1.403,FALSE,TRUE,FALSE,
CANCER IMMUNOL IMMUN,CANCER IMMUNOLOGY IMMUNOTHERAPY,0340-7004,1432-0851,34610,2025,1.403,TRUE,FALSE,FALSE,
NEUROSURG FOCUS,Neurosurgical Focus,1092-0684,1092-0684,34610,2025,1.403,TRUE,FALSE,FALSE,
HIGH EDUC,HIGHER EDUCATION,0018-1560,1573-174X,34585,2025,1.402,FALSE,TRUE,FALSE,
NETWORKS,NETWORKS,0028-3045,1097-0037,34585,2025,1.402,TRUE,FALSE,FALSE,
